11BB	71.9%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s 	42.7%, 22+ Ax+ K2s+ K6o+ Q5s+ Q9o+ J7s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s 54s 	33.0%, 22+ Ax+ K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s 65s 	28.2%, 22+ A2s+ A4o+ K7s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 97s+ 87s 	24.3%, 22+ A2s+ A8o+ K7s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s 	19.8%, 22+ A7s+ A5s-A3s A9o+ K9s+ KJo+ Q9s+ QJo J9s+ T8s+ 98s 	17.6%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	15.2%, 22+ A9s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s
12BB	71.9%, 22+ Qx+ J2s+ J5o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 63s+ 65o 53s+ 43s 	40.3%, 22+ Ax+ K2s+ K7o+ Q6s+ Q9o+ J7s+ JTo T7s+ T9o 96s+ 86s+ 75s+ 65s 54s 	33.0%, 22+ Ax+ K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s 65s 	27.9%, 22+ A2s+ A4o+ K8s+ KTo+ Q8s+ QJo J8s+ JTo T8s+ 98s 87s 	22.8%, 22+ A2s+ A9o+ K8s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 	19.2%, 22+ A7s+ A5s-A3s ATo+ K8s+ KJo+ Q9s+ QJo J9s+ T8s+ 98s 	15.5%, 22+ A8s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	13.7%, 22+ A9s+ A5s AJo+ K9s+ KQo QTs+ JTs T9s
13BB	65.6%, 22+ Qx+ J2s+ J7o+ T3s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 63s+ 53s+ 43s 	39.7%, 22+ Ax+ K2s+ K8o+ Q6s+ QTo+ J7s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s 54s 	32.1%, 22+ Ax+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 87s 76s 	27.3%, 22+ A2s+ A7o+ A5o K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s 	19.8%, 22+ A3s+ A9o+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	17.6%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	15.2%, 22+ A9s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	13.3%, 33+ A9s+ A5s AJo+ K9s+ KQo QTs+ JTs T9s
14BB	65.6%, 22+ Kx+ Q2s+ Q3o+ J2s+ J7o+ T3s+ T7o+ 95s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s 	36.7%, 22+ Ax+ K3s+ K9o+ Q6s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 76s 65s 	31.5%, 22+ Ax+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	26.1%, 22+ A2s+ A8o+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	19.8%, 22+ A7s+ A5s-A3s ATo+ K7s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s 	16.4%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ J9s+ T9s 	14.3%, 22+ A9s+ A5s ATo+ K9s+ KQo QTs+ JTs 	12.2%, 44+ A9s+ A5s AJo+ KTs+ KQo QTs+ JTs
15BB	63.5%, 22+ Kx+ Q2s+ Q3o+ J2s+ J7o+ T4s+ T7o+ 95s+ 97o+ 85s+ 87o 74s+ 76o 64s+ 53s+ 	36.0%, 22+ Ax+ K3s+ K9o+ Q7s+ QTo+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s 	31.2%, 22+ Ax+ K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	24.9%, 22+ A2s+ A8o+ K7s+ KTo+ Q9s+ QTo+ J8s+ JTo T8s+ 98s 	18.9%, 22+ A7s+ A5s-A4s ATo+ K8s+ KJo+ Q9s+ QJo J9s+ T8s+ 98s 	15.2%, 22+ A9s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	13.6%, 33+ A9s+ A5s AJo+ K9s+ KQo QTs+ J9s+ T9s 	10.4%, 88+ A9s+ A5s AJo+ KTs+ KQo QTs+ JTs
16BB	62.6%, 22+ Kx+ Q2s+ Q5o+ J2s+ J7o+ T3s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+ 43s 	36.3%, 22+ Ax+ K4s+ K9o+ Q7s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 75s+ 65s 	30.3%, 22+ A2s+ A3o+ K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	22.8%, 22+ A2s+ A9o+ K8s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 	17.6%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	14.6%, 22+ A9s+ A5s-A4s AJo+ K9s+ KQo Q9s+ J9s+ T9s	13.1%, 44+ A9s+ A5s-A4s AJo+ K9s+ KQo QTs+ JTs T9s 	10.1%, 88+ ATs+ A5s AJo+ KTs+ KQo QTs+ JTs
17BB	57.8%, 22+ Kx+ Q2s+ Q6o+ J3s+ J8o+ T4s+ T8o+ 95s+ 97o+ 85s+ 87o 74s+ 64s+ 53s+ 	35.7%, 22+ Ax+ K4s+ K9o+ Q8s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 76s 65s 	30.3%, 22+ A2s+ A3o+ K7s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	20.7%, 22+ A3s+ A9o+ K8s+ KJo+ Q9s+ QJo J8s+ T8s+ 98s 	17.3%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s   	14.8%, 33+ A9s+ A5s-A4s AJo+ K9s+ KJo+ QTs+ J9s+ T9s 	10.3%, 55+ ATs+ AJo+ KTs+ QTs+ JTs 	10.0%, 99+ A9s+ A5s AJo+ KTs+ KQo QTs+ JTs
18BB	59.0%, 22+ Kx+ Q2s+ Q6o+ J3s+ J8o+ T4s+ T8o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+ 	34.5%, 22+ Ax+ K4s+ KTo+ Q8s+ QTo+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s 	29.1%, 22+ A2s+ A7o+ A5o-A4o K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s 	19.8%, 22+ A7s+ A5s-A3s ATo+ K8s+ KJo+ Q8s+ QJo J8s+ T8s+ 98s 	15.5%, 22+ A9s+ A5s-A4s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	13.6%, 33+ A9s+ A5s-A4s AJo+ K9s+ KQo QTs+ JTs T9s 	10.3%, 55+ ATs+ AJo+ KTs+ QTs+ JTs 	9.4%, 99+ A9s+ A5s-A4s AJo+ KTs+ QTs+ JTs
19BB	56.6%, 22+ Kx+ Q2s+ Q8o+ J3s+ J8o+ T5s+ T8o+ 95s+ 97o+ 85s+ 87o 74s+ 76o 64s+ 53s+   	34.2%, 22+ Ax+ K5s+ KTo+ Q8s+ QTo+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s 	28.5%, 22+ A2s+ A7o+ A5o K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 87s 76s 	19.8%, 22+ A7s+ A5s-A3s ATo+ K8s+ KJo+ Q8s+ QJo J8s+ T8s+ 98s 	15.2%, 22+ A9s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	13.0%, 55+ A9s+ A5s AJo+ K9s+ KJo+ QTs+ JTs 	10.1%, 88+ ATs+ A5s AJo+ KTs+ KQo QTs+ JTs 	8.4%, 99+ ATs+ A5s AJo+ KTs+ QTs+
20BB	54.4%, 22+ Kx+ Q2s+ Q8o+ J4s+ J8o+ T5s+ T8o+ 95s+ 98o 85s+ 87o 74s+ 64s+ 53s+ 	33.0%, 22+ Ax+ K5s+ KTo+ Q8s+ QTo+ J8s+ JTo T7s+ 97s+ 86s+ 76s 65s 	26.1%, 22+ A2s+ A8o+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 	17.6%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	15.2%, 22+ A9s+ A5s ATo+ K9s+ KQo Q9s+ J9s+ T9s 	11.3%, 44+ A9s+ A5s AJo+ KTs+ QTs+ JTs 	9.7%, 99+ ATs+ A5s AJo+ KTs+ KQo QTs+ JTs 	7.4%, TT+ ATs+ AJo+ KTs+ QJs
