1BB	100.0%, Any two	100.0%, Any two	100.0%, Any two	100.0%, Any two	100.0%, Any two	100.0%, Any two	100.0%, Any two	100.0%, Any two
2BB	100.0%, Any two 	90.0%, 22+ Tx+ 92s+ 93o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 53o+ 42s+ 32s 	85.2%, 22+ Jx+ T2s+ T3o+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 	84.6%, 22+ Jx+ T2s+ T4o+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s 	83.7%, 22+ Qx+ J2s+ J3o+ T2s+ T4o+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s	78.6%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 85o+ 73s+ 75o+ 62s+ 64o+ 52s+ 54o 42s+ 	77.1%, 22+ Kx+ Q2s+ Q3o+ J2s+ J5o+ T2s+ T6o+ 92s+ 96o+ 82s+ 85o+ 73s+ 75o+ 62s+ 64o+ 52s+ 54o 42s+ 32s 	71.3%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T2s+ T6o+ 92s+ 96o+ 84s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
3BB	98.2%, 22+ 5x+ 42s+ 43o 32s 	78.9%, 22+ Jx+ T2s+ T4o+ 92s+ 95o+ 84s+ 86o+ 73s+ 75o+ 63s+ 65o 53s+ 43s 	65.6%, 22+ Kx+ Q2s+ Q3o+ J2s+ J6o+ T3s+ T7o+ 95s+ 97o+ 84s+ 86o+ 74s+ 76o 64s+ 54s 	54.8%, 22+ Ax+ K2s+ K3o+ Q2s+ Q6o+ J3s+ J8o+ T5s+ T8o+ 95s+ 98o 85s+ 87o 75s+ 65s 54s 	50.8%, 22+ Ax+ K2s+ K4o+ Q2s+ Q8o+ J3s+ J8o+ T6s+ T8o+ 95s+ 98o 85s+ 75s+ 65s 54s 	51.1%, 22+ Ax+ K2s+ K4o+ Q2s+ Q8o+ J3s+ J8o+ T6s+ T8o+ 95s+ 98o 85s+ 75s+ 64s+ 54s 	46.0%, 22+ Ax+ K2s+ K6o+ Q2s+ Q8o+ J5s+ J9o+ T6s+ T8o+ 96s+ 86s+ 75s+ 65s 54s 	42.7%, 22+ Ax+ K2s+ K7o+ Q3s+ Q9o+ J5s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s
4BB	93.4%, 22+ 8x+ 72s+ 73o+ 62s+ 64o+ 52s+ 53o+ 42s+ 	65.6%, 22+ Qx+ J2s+ J5o+ T3s+ T6o+ 95s+ 97o+ 85s+ 87o 75s+ 65s 54s 	50.5%, 22+ Ax+ K2s+ K3o+ Q2s+ Q7o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s 	45.7%, 22+ Ax+ K2s+ K5o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T9o 96s+ 86s+ 76s 	41.2%, 22+ Ax+ K2s+ K6o+ Q4s+ Q9o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s 	38.8%, 22+ Ax+ K2s+ K8o+ Q5s+ Q9o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 	33.0%, 22+ Ax+ K4s+ K9o+ Q7s+ QTo+ J8s+ JTo T8s+ 98s 87s 	33.0%, 22+ A2s+ A3o+ K3s+ K9o+ Q6s+ QTo+ J8s+ JTo T8s+ 97s+ 87s
5BB	85.8%, 22+ Tx+ 92s+ 93o+ 82s+ 84o+ 73s+ 75o+ 63s+ 65o 53s+ 54o 43s 	51.7%, 22+ Kx+ Q2s+ Q5o+ J5s+ J8o+ T6s+ T8o+ 97s+ 87s 76s 	45.7%, 22+ Ax+ K2s+ K4o+ Q3s+ Q8o+ J6s+ J8o+ T7s+ T9o 97s+ 86s+ 76s 	39.7%, 22+ Ax+ K2s+ K6o+ Q5s+ Q9o+ J7s+ J9o+ T7s+ 97s+ 87s 	33.0%, 22+ Ax+ K4s+ K9o+ Q6s+ QTo+ J8s+ JTo T8s+ 98s	33.0%, 22+ Ax+ K3s+ K9o+ Q7s+ QTo+ J8s+ JTo T8s+ 98s 	31.2%, 22+ A2s+ A3o+ K5s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 	26.7%, 22+ A2s+ A7o+ A5o K5s+ KTo+ Q8s+ QTo+ J9s+ JTo T9s
6BB	85.2%, 22+ Tx+ 92s+ 93o+ 82s+ 85o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 43s 	50.8%, 22+ Kx+ Q2s+ Q6o+ J5s+ J8o+ T7s+ T8o+ 97s+ 86s+ 76s 	42.7%, 22+ Ax+ K2s+ K5o+ Q5s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s 	35.1%, 22+ Ax+ K3s+ K8o+ Q7s+ Q9o+ J8s+ JTo T8s+ 98s 87s 	33.0%, 22+ Ax+ K3s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s 	30.0%, 22+ Ax+ K6s+ KTo+ Q8s+ QTo+ J9s+ T8s+ 98s 87s	27.0%, 22+ A2s+ A5o+ K6s+ KTo+ Q8s+ QTo+ J9s+ T8s+ 98s 	23.7%, 22+ A2s+ A7o+ K7s+ KTo+ Q9s+ QJo J9s+ T8s+ 98s
7BB	84.6%, 22+ Tx+ 92s+ 94o+ 82s+ 85o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+ 	50.8%, 22+ Kx+ Q2s+ Q7o+ J5s+ J8o+ T6s+ T8o+ 96s+ 86s+ 76s 65s 	39.7%, 22+ Ax+ K2s+ K6o+ Q6s+ Q9o+ J7s+ J9o+ T7s+ 97s+ 87s 76s 	33.3%, 22+ Ax+ K4s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s 	31.2%, 22+ Ax+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 98s 87s 	27.9%, 22+ A2s+ A4o+ K6s+ KTo+ Q9s+ QTo+ J9s+ T8s+ 98s 87s 	24.3%, 22+ A2s+ A7o+ K7s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 87s 	21.6%, 22+ A2s+ A9o+ K8s+ KTo+ Q9s+ QJo J9s+ T8s+ 98s
8BB	81.0%, 22+ Jx+ T2s+ T3o+ 92s+ 95o+ 83s+ 85o+ 73s+ 75o+ 63s+ 65o 53s+ 43s 	46.9%, 22+ Kx+ Q3s+ Q8o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 76s 65s 	38.5%, 22+ Ax+ K2s+ K8o+ Q6s+ Q9o+ J7s+ JTo T7s+ T9o 97s+ 86s+ 76s 65s 	33.0%, 22+ Ax+ K5s+ K9o+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s 	30.3%, 22+ A2s+ A3o+ K6s+ KTo+ Q9s+ QTo+ J8s+ JTo T8s+ 98s 87s 76s 	25.2%, 22+ A2s+ A7o+ A5o K7s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 87s 	22.5%, 22+ A2s+ A9o+ K7s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 87s 	19.8%, 22+ A3s+ A9o+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s
9BB	78.3%, 22+ Jx+ T2s+ T4o+ 92s+ 96o+ 83s+ 86o+ 73s+ 75o+ 63s+ 65o 53s+ 43s 	45.7%, 22+ Ax+ K2s+ K4o+ Q4s+ Q8o+ J7s+ J9o+ T6s+ T9o 96s+ 86s+ 75s+ 65s 54s	35.4%, 22+ Ax+ K3s+ K9o+ Q6s+ QTo+ J7s+ JTo T7s+ 97s+ 86s+ 76s 65s 	31.8%, 22+ Ax+ K6s+ KTo+ Q8s+ QTo+ J8s+ JTo T8s+ 97s+ 87s 76s 	27.9%, 22+ A2s+ A4o+ K7s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s 	23.1%, 22+ A2s+ A8o+ K7s+ KTo+ Q9s+ QJo J8s+ T8s+ 98s 	19.8%, 22+ A3s+ A9o+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	17.6%, 22+ A8s+ A5s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s
10BB	77.4%, 22+ Jx+ T2s+ T5o+ 92s+ 96o+ 84s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 43s 	43.6%, 22+ Ax+ K2s+ K5o+ Q4s+ Q9o+ J7s+ J9o+ T7s+ T9o 96s+ 86s+ 75s+ 65s 54s 	35.7%, 22+ Ax+ K4s+ K9o+ Q8s+ QTo+ J7s+ JTo T7s+ T9o 96s+ 86s+ 76s 65s 	30.6%, 22+ Ax+ K7s+ KTo+ Q9s+ QTo+ J8s+ JTo T8s+ 98s 87s 	25.8%, 22+ A2s+ A7o+ A5o K8s+ KTo+ Q9s+ QJo J8s+ JTo T8s+ 98s 87s 	21.9%, 22+ A2s+ A9o+ K8s+ KJo+ Q9s+ QJo J8s+ JTo T8s+ 98s 	18.3%, 22+ A7s+ A5s-A4s ATo+ K9s+ KJo+ Q9s+ QJo J9s+ T9s 98s 	16.1%, 22+ A8s+ ATo+ K9s+ KJo+ Q9s+ J9s+ T9s
